서울강서경찰서,20181022,286,258215.83,868801.81,932239.63,426870.57,99631.65,322892.73,529577.96,551845.83,514324.28,345851.16,122182.42
서울강서경찰서,20181021,350,174858.68,579640.56,893814,431299.93,120400,296604.88,449064.53,417533.01,411416,286244.39,98533.53
서울강서경찰서,20181020,384,222434.95,803837.63,1083090.49,545936.91,141294.71,361915.71,578648.12,551214.62,534504.04,363564.7,124309.95
서울강서경찰서,20181019,335,254130.87,890252.32,1011502.24,591288.55,132008.17,358701.49,588415.4,612420.66,561359.62,369238.24,125186.74
서울강서경찰서,20181018,330,256671.63,849984.21,940968.35,530722.43,106353.89,339909.22,557976.34,585282.84,533126.92,335781.66,120083.58
서울강서경찰서,20181017,314,262430.89,886469.54,987412.34,548219.37,125297.27,343311,569313.07,597023.1,551670.78,368923.58,129149.58
서울강서경찰서,20181016,298,259270.22,880641.52,999256.66,536572.44,111375.23,344285.6,570104.37,594905.69,553866.13,371614.11,129760.01
서울강서경찰서,20181015,248,260628.67,871988.88,951678.07,506586.38,105843.54,336925.66,552976.73,573854.72,533828.06,359969.48,127650.99
서울강서경찰서,20181014,342,177699.63,609893.61,978862.89,444367.94,126255.09,309061.5,478562.65,445892.19,438301.36,306462,106473.08
서울강서경찰서,20181013,347,224902.73,811460.39,1095997.03,548994.7,144023.8,360674.23,582708.81,557344.16,542426.06,368315.77,126011.11
서울강서경찰서,20181012,319,262279.66,923202.5,1063666.35,611720.11,138179.81,369258.41,608743.82,637510.82,584425.85,387675.21,135233.46
서울강서경찰서,20181011,310,251704.71,874652.3,909477.17,514293.37,101238.5,332443.91,548129.71,575533.17,527081.84,343591.23,122277.68
서울강서경찰서,20181010,284,256966.88,913985.74,886254.75,486367.41,118365.08,325309.25,540352.33,566735.52,524090,348067.72,120814.29
서울강서경찰서,20181009,334,216981.32,623644.53,896685.71,462768.05,109928.32,291314.12,462122.69,450302.06,458105.57,316330.68,112143.59
서울강서경찰서,20181008,312,219089.29,742592.64,989412.06,558248.97,109634.56,329447.92,537385.8,548774.85,515293.75,346282.57,122690.89
서울강서경찰서,20181007,299,175089.01,591005.9,896833.98,426064.07,117610.22,298830.32,450829.8,418741.18,413078.02,288633.64,101430.39
서울강서경찰서,20181006,341,165455.29,552680.49,799742.73,472316.01,106437.9,286661.6,441206.77,412304.92,394904.56,265285.29,83558.04
서울강서경찰서,20181005,367,226167.91,826471.91,883287.98,471812.76,96916.08,315096.23,525512.85,548334.96,494864.58,322470.4,104717.95
서울강서경찰서,20181004,302,246737.56,899320.17,877985.81,497864.16,96123.08,324978.53,538283.01,565783.46,521036.71,351400.72,124471.72
서울강서경찰서,20181003,354,222053.19,624738.05,899719.56,485621.53,104534.86,299592.11,477695.8,458507.82,459559.9,320522.42,111887.37
서울강서경찰서,20181002,305,248655.41,866265.96,979717.76,597167.2,99082.28,350469.71,583603.83,604560.12,555405.17,369951.16,128899.68
서울강서경찰서,20181001,309,261087.41,844802.38,919133.97,501127.17,91059.78,336831.23,541396.03,566812.41,520914.05,349381.54,119929.08
서울강서경찰서,20180930,335,172478.12,572117.98,814804.92,407760.11,108965.29,288599.09,423096.9,391590.1,387854.59,270805.23,96387.61
서울강서경찰서,20180929,395,221350.33,708409.34,946435.76,514336.93,116088.43,333896.51,519104.55,494565.23,479355.13,333714.19,113947.54
서울강서경찰서,20180928,315,228582.24,763743.88,968770.05,576330.46,101872.46,338986.88,548792,561223.59,519384.96,348118.13,119184.87
서울강서경찰서,20180927,361,240201.35,892902.9,913932.64,516258.37,101462.34,327825.02,549725.16,579811.94,529787.78,354229.92,120606.73
서울강서경찰서,20180926,267,231955.17,736969.55,918725.24,515144.06,101994.78,311793.05,512573.57,520653.84,498681.71,340389.52,116858.84
서울강서경찰서,20180925,253,120818.93,518701.83,799415.64,424725.14,128703.07,260993.43,402227.77,383191.28,358379.13,242777.53,87547.56
서울강서경찰서,20180924,213,128327.52,704908.71,872069.55,381404.49,174686.45,287804.12,448029.89,438309.33,398381.51,249790.18,89851.21
서울강서경찰서,20180923,355,149219.52,535124.85,647651.68,318981.04,111297.72,236482.03,356161.2,332407.89,315544.94,220225.67,79010.93
서울강서경찰서,20180922,446,200724.35,645316.08,857338.52,435338.93,114291.41,295396.2,460567.53,440130.67,428445.57,298920.03,101096.38
서울강서경찰서,20180921,384,244296.91,879197.43,994599.03,537864.33,117321.87,347470.85,579150.25,596565.52,539359.41,356076.93,120146.52
서울강서경찰서,20180920,397,233664.94,886485.48,949879.24,534652.39,106801.58,330671.47,561167.23,593840.39,538538.78,357059.05,116741.68
서울강서경찰서,20180919,331,241856.92,849200.97,937730.7,544666.44,99454.66,323993.93,547451.26,582799.78,537803.44,360256.58,121830.22
서울강서경찰서,20180918,352,239817.65,827680.38,895869.92,530782.14,85932.26,317281.86,533453.53,564570.35,521432.09,350781.31,120848.23
서울강서경찰서,20180917,316,236552.7,806767.79,876730.24,498512.11,86338.72,312650.64,518226.58,543819.97,501723.52,338758.69,117195.2
서울강서경찰서,20180916,369,150414.87,536528.39,813584.2,383409.76,103019.22,267862.97,414622.99,380487.25,371176.16,258381.59,88533.49
서울강서경찰서,20180915,416,201125.71,701461.81,937618.63,478248.81,115966.45,316479.07,502461.1,481634.04,471877.09,321789.27,108370.52
서울강서경찰서,20180914,308,237759.39,811136.64,938675.97,561006.02,102408.21,330763.57,545752.84,571629.49,528995.76,350037.44,119132.49
서울강서경찰서,20180913,332,234907.14,819950.75,881357.01,525374.82,91017.21,314720.5,524051.73,555339.33,514792.77,344109.32,117703.8
서울강서경찰서,20180912,329,238996.24,823723,891821.87,512781.96,101152.51,312203.82,525203,553824.42,512999.31,343837.31,118246.84
서울강서경찰서,20180911,331,260690.2,921160.86,874016.77,504942.76,98233.52,325295.9,544246.85,578560.4,534099.76,357076.58,123442.75
서울강서경찰서,20180910,296,261332.72,925437,952824.44,531115.16,110589.18,346935.9,569489.72,595073.64,552474.14,368854.34,127427.96
서울강서경찰서,20180909,338,176482.83,587526.12,871393.68,450196.09,119235.86,300695.76,456771.04,417806.66,407518.43,283104.7,100607.64
서울강서경찰서,20180908,399,231618.54,781406.77,1017904.61,557796.17,136019.67,354391.76,567259.48,537587.37,520819.27,351347.45,121412.08
서울강서경찰서,20180907,357,244120.99,848896.29,963733.94,600608.12,110474.3,348672.55,572015.85,596608.96,546260.29,361218.36,122236
서울강서경찰서,20180906,343,257075.19,906867.32,971930.53,561386.09,102689.13,348252.59,578226.35,608557.68,559167.57,372453.38,128051.33
서울강서경찰서,20180905,371,262189.2,914529.27,974792.71,572503.69,108671.87,350661.89,587066.88,613389.9,564586.57,371678.04,128096.66
서울강서경찰서,20180904,318,243849.08,869792.1,948527.74,562862.77,105574.69,337326.64,563294.3,589155.15,545005.96,362242,122579.81
서울강서경찰서,20180903,302,248688.94,854643.85,882085.3,481664.67,101699.4,326342,533742.35,553811.31,508581.05,332072.49,110977.17
서울강서경찰서,20180902,405,174409.59,566440.63,843516.28,450799.35,116684.27,299544.43,446322.16,404014.76,397983,274165.78,96594.05
서울강서경찰서,20180901,432,237166.73,772399.2,996519.36,500314.62,129819.27,356636.38,545423.5,516391.13,503992.2,340287.12,113964.14
서울강서경찰서,20180831,409,250482.45,886655.77,988791.69,640210.01,118540.37,366581.46,598278.78,621588.39,563524.79,372399.19,125339.43
서울강서경찰서,20180830,306,230418.86,846954.66,909778.78,535237.42,100154.86,334214.56,549817.08,569778.53,517636.07,337965.55,112926.51
서울강서경찰서,20180829,306,227737.33,821899.92,898271.91,485693.24,102706.89,327150.21,532691.62,551522.16,497837.62,318382.32,103415.49
서울강서경찰서,20180828,389,243192.7,852176.03,909592.39,526954.37,100595.4,336508.21,549037.17,577577.66,521970,334854.71,111480.66
서울강서경찰서,20180827,282,243995.87,908259.61,884600.43,491191.22,104858.23,342492.44,545962.89,566312.93,518852.25,337481.48,112193.31
서울강서경찰서,20180826,372,175658.45,574871.54,815173.25,426644.38,116069.92,296104.11,430187.18,396287.44,388763.18,270979.8,94073.07
서울강서경찰서,20180825,379,224146.21,767888.2,1010075.58,553932.39,137838.24,356899.97,555065.66,531749.99,510340.73,346481.31,117761.8
서울강서경찰서,20180824,304,218423.4,811883.36,997861.78,655270.82,98590.28,378441.24,597145,600641.91,551295.14,349338.94,108098.23
서울강서경찰서,20180823,351,231109.84,797029.1,835461.66,474794.33,98458.76,304798.79,505652.56,526234.53,484809.75,316232.98,102309.67
서울강서경찰서,20180822,368,257000.77,866693.45,976140.37,582066.52,112504.45,349876.67,577015.14,600799.7,555938.23,363726.27,122153.27
서울강서경찰서,20180821,321,254137.03,900066.05,938298.18,561422.02,112349.02,353259.87,572339.39,596607.71,546110.38,355221.2,118151
서울강서경찰서,20180820,301,257268.28,882711.91,938094.46,522456.97,115689.41,349248.96,554773.74,576979.23,532761.17,353538.53,117653.71
서울강서경찰서,20180819,303,176502.73,564819.47,787003.06,454331.58,120069.25,299235.23,430388.09,396520.17,379789.46,263416.82,93340.47
서울강서경찰서,20180818,384,227149.83,713868.8,907219.77,536453.56,127022.56,338657.88,520956.2,496871.8,476797.72,317240.07,107249.44
서울강서경찰서,20180817,352,251986.91,858894.04,997111.86,612982.53,121225.07,360813.44,589577.49,606699.28,556197.71,364010.66,122548.5
서울강서경찰서,20180816,331,241574.17,883945.89,943761.74,527622,112839.74,336469.41,559208.68,583141.22,533817.17,350692.3,120841.51
서울강서경찰서,20180815,358,224405.88,619596.21,854430.07,481420.17,119168.46,298925.54,470927.06,455342.58,435539.42,296034.43,104019.79
서울강서경찰서,20180814,320,243563.21,846286.61,979671.33,621342.14,116353.04,352527.44,585648.9,601387.36,550068.98,362558.61,122435.19
서울강서경찰서,20180813,304,246387.51,845856.48,923699.2,520667.63,109096.71,335806.22,545055.08,561143.67,519213.06,346563.67,119840.57
서울강서경찰서,20180812,301,176196.17,557832.49,795575.53,448621.66,127979.21,293676.72,425435.78,399490.3,376534.95,260940.53,94273.15
서울강서경찰서,20180811,349,220353.45,682963.59,880812.63,549308.96,131497.61,333475.28,510556,484493.09,459490.07,307370.29,106662.22
서울강서경찰서,20180810,337,247429.23,854548.25,990012.8,635998.35,114855.99,364431.73,595663.15,607551.67,556854.61,363594.38,125136.12
서울강서경찰서,20180809,314,231249.24,839037.95,919328.55,563183.25,119428.76,337714.84,550555.8,567617.91,519705.22,339180.46,118702.88
서울강서경찰서,20180808,283,226805.8,850211.57,939346.55,625716.95,113956.57,353636.17,572072.82,593996.31,539218.96,348843.84,120462.45
서울강서경찰서,20180807,324,221715.9,847331.77,920577.53,616059.75,111099.34,347138.52,563183.85,579233.12,533408.84,350383.88,121340.45
서울강서경찰서,20180806,291,217351.04,840315.42,900534.83,573964.3,111428.95,338478.53,547086.67,566137.39,512497.97,338701.24,117945.62
서울강서경찰서,20180805,270,173660.64,539509.01,773919.49,490864.09,132231.8,295124.56,429617.29,396796.82,372723.12,257083.07,94500.17
서울강서경찰서,20180804,331,213556.89,652058.21,854405.32,562164.19,135972.61,328292.63,500155.74,472114.33,442182.38,297500.46,106074.94
서울강서경찰서,20180803,295,215538.92,777126.65,930627.11,630793.69,127825.57,347109.58,559675.87,559666.12,507384.53,334561.56,117972.5
서울강서경찰서,20180802,289,220924.15,794129.82,894895.19,598744.32,126017.72,338960.23,541902.86,552094.59,505593.19,327668.57,116564.22
서울강서경찰서,20180801,308,234627.53,884634.34,919392.51,612745.38,131867.02,348793.41,577419.58,593618.54,535912.63,343779.96,120120.72
서울강서경찰서,20180731,361,225366.6,830323.98,944345.76,640964.3,122710.83,344037.25,572871.76,590494.05,539254.9,352326.89,119418.78
서울강서경찰서,20180730,308,229047.36,874434.83,934744.96,603574.81,121673.14,343768.45,569649.79,590946.53,540578.91,353522.44,121769.63
서울강서경찰서,20180729,357,177139.12,563129.09,803511.7,505473.74,134095.71,302719.98,447989.27,420785.95,385209.53,262859.61,95703.34
서울강서경찰서,20180728,380,232508.83,721855.14,945714.85,552846.06,141157.31,337394.4,535369.21,522286.78,485475.76,322076.53,109266.79
서울강서경찰서,20180727,361,238970.66,892556.9,1003592.62,693106.6,125696.03,373018.8,614775.55,637966.34,575984.05,374735.23,126151.08
서울강서경찰서,20180726,348,238949.09,888827.2,933701.69,636062.78,115309.13,352669.81,578989.27,612877.45,551961.66,362827.04,123015.41
서울강서경찰서,20180725,329,237837.84,903801.8,950886.75,643295.13,116320.32,357010.26,590142.78,621226.2,560668.58,366525.74,124032.22
서울강서경찰서,20180724,303,233700.56,929918.86,945926.03,623452.37,113044.36,351972.83,588140.52,626406.6,562675.77,367123.2,123748.94
서울강서경찰서,20180723,305,231846.36,903224.7,914223.13,593069.62,110815.59,347221.06,569903.14,594923.36,540833.53,356688.83,122094.09
서울강서경찰서,20180722,345,179272.23,566196.26,810605.72,505214.71,134994.66,304004.77,452559.79,418148.3,389937.1,266162.66,95595.48
서울강서경찰서,20180721,389,233920.9,737634.95,960343.52,610318.94,146642.14,354059.39,554764.17,539251.76,498647.35,335547.01,113396.5
서울강서경찰서,20180720,356,241374.16,914274.35,1008309.19,700321.39,133707.27,379305.35,618169.82,644932.82,581948.87,379935.7,126387.84
서울강서경찰서,20180719,403,239575.46,916662.89,961634.1,645376.28,120942.98,363112.64,593306.56,627229.46,566436.39,368235.62,124090.07
서울강서경찰서,20180718,313,240984.45,910625.08,966822.12,644561.57,123600.17,362012.88,592713.82,624337.8,567434.76,368770.29,124237.33
서울강서경찰서,20180717,310,233794.08,911162.76,986871.72,647655.46,119133.14,363560.69,594809.05,626546.97,572651.2,375785.35,127102.73
서울강서경찰서,20180716,288,233382.38,896261.18,923749.7,598381.18,115389.25,352269.14,570197.83,598344.49,541145.95,353898.99,120646.42
서울강서경찰서,20180715,295,176365.42,564941.43,808418.97,509085.88,131165.75,303701.09,447469.95,418721.22,393244.09,268573.65,96037.86
서울강서경찰서,20180714,324,227615.64,744529.96,956499.21,601560.52,144470.18,350988.58,551438.26,534851.73,499067.53,335136.22,114353.87
서울강서경찰서,20180713,326,231872.21,869860.11,998140.56,672465.05,128993.76,363685.29,597043.42,622958.69,565053.43,368985.31,125715.01
서울강서경찰서,20180712,369,233059.02,888121.68,948416.44,607302.06,113610.24,346602.53,572897.25,605178.38,549555.66,365030.63,124136.53
서울강서경찰서,20180711,345,225570.35,911175.08,951954.5,602906.28,116139.68,346468.66,578140.77,609020.29,554234.21,364437.4,123265.51
서울강서경찰서,20180710,337,193523.02,760417.78,898656.37,569422.97,100250.34,316731.83,520595.32,543496.37,496646.28,330418.46,113981.09
서울강서경찰서,20180709,303,212017.69,809929.52,822574.28,499219.95,90937.81,309524.07,506808.65,531060.71,485723.69,314113.08,105694.05
서울강서경찰서,20180708,331,160196.73,524123.24,803645.47,455682.96,112710.88,279547.9,421514.12,393521.03,378588.54,263580.16,94285.62
서울강서경찰서,20180707,414,223239.73,737553.86,925243.15,557462.86,126358.19,334782.96,531530.81,512137.75,491221.01,333833.39,113737.75
서울강서경찰서,20180706,329,234761.9,868884.79,981414.05,667016.22,118667.81,362275.28,595395.74,614023.36,565890.5,370590.04,125342.85
서울강서경찰서,20180705,351,242033.3,898674.68,913695.22,593665.73,102331.01,347455.84,569622.73,594792.65,550845.44,361039.92,122089.12
서울강서경찰서,20180704,320,235468.8,873078.69,937685.18,612733.85,108070.75,343991.5,571185,598813.65,553318.41,361316.12,122377.34
서울강서경찰서,20180703,320,219119.81,837773.21,904888.4,599059.85,105607.5,336084.84,549164.25,572522.65,531477.58,347135.88,118963.17
서울강서경찰서,20180702,265,208016.74,839842.07,837434.75,533145.49,102491.78,323887,526437.34,545637.11,495280,320305.01,104522.59
서울강서경찰서,20180701,298,155763.74,488803.65,704522.07,407738.27,92126.93,268123.54,392631.39,354407.17,343337.48,229101.19,77218.52
서울강서경찰서,20180630,419,222091.23,699209.9,945147.41,551825.68,108578.4,332598.11,530221.62,506057.12,497306.48,332505.7,111083.35
서울강서경찰서,20180629,323,224976.54,861692.12,980652.99,685794.67,112249.55,359644.98,593540.02,617195.24,570241.81,372602.21,127730.4
서울강서경찰서,20180628,316,240490.24,857744.12,952100.58,598710.84,104472.27,341428.91,565113.22,594743.97,553895.35,364557.92,124925.22
서울강서경찰서,20180627,326,215188.7,840858.21,943763.15,599642.83,107152.2,335951.22,555403.67,584223.23,536854.29,357599.99,122356.87
서울강서경찰서,20180626,292,217498.89,859475.49,847111.39,543682.53,103276.26,324903.79,537535.76,560874.7,512720.1,325212.53,103323.27
서울강서경찰서,20180625,368,233648.69,877762.33,943348.04,591476.05,109160.24,348387.68,561658.25,589907.81,551218.59,360265.32,125720.21
서울강서경찰서,20180624,360,174944.97,538947.81,808578.61,482166.37,108358.04,295905.37,437435.3,400241.5,392237.01,273519.85,97027.12
서울강서경찰서,20180623,382,227104.6,768644.76,970533.72,584406.35,124367.19,353482.96,557555.48,531298.4,519193.66,347194.36,117678.1
서울강서경찰서,20180622,351,240815.14,873497.06,1005090.83,685442.01,127352.79,365492.81,604233.02,621662.07,576205.45,381319.78,128658.21
서울강서경찰서,20180621,351,233300.01,879209.8,950659.86,633214.84,114189.61,342077.58,575903.72,608019.14,558979.87,370337.83,126969.06
서울강서경찰서,20180620,320,231490.47,871281.13,942790.66,618405.72,116989.06,334087.68,570973.71,597338.16,552838.48,363552.76,128274.97
서울강서경찰서,20180619,327,231183.48,843844.25,920574.41,585435.72,106737.29,326865.01,552767.43,576631.36,536394.54,357750.75,123984.21
서울강서경찰서,20180618,303,231022.84,872079.61,935596.3,555216.06,109716.89,331006.61,558620.82,580135.48,534142.75,356857.72,123522.8
서울강서경찰서,20180617,332,171179.35,563753.19,811844.93,474222.79,109639.44,277395.66,443289.44,407947.16,402985.94,278953.55,100865.82
서울강서경찰서,20180616,368,222411.61,712974.57,936860.06,568174.04,123314.18,319010.74,535528.19,514556.26,495832.18,335787.89,116477.54
서울강서경찰서,20180615,356,238011.59,891000.75,997754.64,669619.32,119785.97,352533.76,605571.59,630492.53,578085.03,379038.57,130955.38
